loop_id;module;function_name;function_id;source_info;level;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;flops;
73;graph500_reference_bfs_sssp;generate_kronecker_range;51;graph_generator.c:50-51,graph_generator.c:62-68,graph_generator.c:146-153,graph_generator.c:159-162;Innermost;1.0224875211716;1.6049995422363;1.6049997806549;1.6049997806549;1.6049997806549;0;0;1.0224875211716;1.6049995422363;1.6049997806549;1.6049997806549;1.6049997806549;0;0;1;;
10;graph500_reference_bfs_sssp;run_bfs;10;bfs_reference.c:63-63,bfs_reference.c:106-107;InBetween;3.5070369243622;5.5049991607666;5.5049991607666;5.5049991607666;5.5049991607666;0;0;0.77084738016129;1.2099997997284;1.2099999189377;1.2099999189377;1.2099999189377;0;0;1;;
12;graph500_reference_bfs_sssp;get_edge_count_for_teps;11;bfs_reference.c:132-134;Outermost;9.568699836731;15.019997596741;15.019997596741;15.019997596741;15.019997596741;0;0;0.6338786482811;0.99499988555908;0.99499988555908;0.99499988555908;0.99499988555908;0;0;1;;
42;graph500_reference_bfs_sssp;validate_result;41;validate.c:267-271;Single;0.34401452541351;0.53999990224838;0.53999990224838;0.53999990224838;0.53999990224838;0;0;0.34401452541351;0.53999990224838;0.53999990224838;0.53999990224838;0.53999990224838;0;0;1;;
35;graph500_reference_bfs_sssp;makedepthmapforbfs;40;validate.c:169-171;InBetween;1.554435968399;2.4399995803833;2.4399995803833;2.4399995803833;2.4399995803833;0;0;0.30260536074638;0.47499990463257;0.47499990463257;0.47499990463257;0.47499990463257;0;0;1;;
40;graph500_reference_bfs_sssp;validate_result;41;validate.c:287-291;Single;0.28986406326294;0.45499989390373;0.45499989390373;0.45499989390373;0.45499989390373;0;0;0.28986406326294;0.45499989390373;0.45499989390373;0.45499989390373;0.45499989390373;0;0;1;;
39;graph500_reference_bfs_sssp;validate_result;41;validate.c:114-114,validate.c:284-285;Outermost;4.185510635376;6.5700001716614;6.5699996948242;6.5699996948242;6.5699996948242;0;0;0.22934301197529;0.35999992489815;0.35999992489815;0.35999992489815;0.35999992489815;0;0;1;;
25;graph500_reference_bfs_sssp;convert_graph_to_oned_csr;24;graph_generator.h:36-40,csr_reference.c:58-63,csr_reference.c:164-170;Innermost;0.21023106575012;0.32999992370605;0.32999989390373;0.32999989390373;0.32999989390373;0;0;0.21023106575012;0.32999992370605;0.32999989390373;0.32999989390373;0.32999989390373;0;0;1;;
72;graph500_reference_bfs_sssp;generate_kronecker_range;51;graph_generator.c:92-92,graph_generator.c:98-100,graph_generator.c:132-138,graph_generator.c:145-146,graph_generator.c:207-209,graph_generator.c:212-212,graph_generator.h:44-46;Outermost;1.1594562530518;1.8199995756149;1.8199995756149;1.8199995756149;1.8199995756149;0;0;0.13696874678135;0.21499997377396;0.2149999588728;0.2149999588728;0.2149999588728;0;0;1;;
43;graph500_reference_bfs_sssp;validate_result;41;validate.c:258-260;Single;0.070077039301395;0.10999999940395;0.10999999195337;0.10999999195337;0.10999999195337;0;0;0.070077039301395;0.10999999940395;0.10999999195337;0.10999999195337;0.10999999195337;0;0;1;;
38;graph500_reference_bfs_sssp;makedepthmapforbfs;40;validate.c:152-155;Single;0.028667876496911;0.044999990612268;0.044999990612268;0.044999990612268;0.044999990612268;0;0;0.028667876496911;0.044999990612268;0.044999990612268;0.044999990612268;0.044999990612268;0;0;1;;
76;graph500_reference_bfs_sssp;mrg_skip;58;splittable_mrg.c:165-165,splittable_mrg.c:193-195;Single;0.022297237068415;0.034999992698431;0.034999992698431;0.034999992698431;0.034999992698431;0;0;0.022297237068415;0.034999992698431;0.034999992698431;0.034999992698431;0.034999992698431;0;0;1;;
14;graph500_reference_bfs_sssp;clean_pred;12;bfs_reference.c:146-146;Single;0.022297237068415;0.034999992698431;0.034999992698431;0.034999992698431;0.034999992698431;0;0;0.022297237068415;0.034999992698431;0.034999992698431;0.034999992698431;0.034999992698431;0;0;1;;
29;graph500_reference_bfs_sssp;convert_graph_to_oned_csr;24;graph_generator.h:36-40,csr_reference.c:51-54,csr_reference.c:90-93;Innermost;0.0095559591427445;0.014999997802079;0.014999997802079;0.014999997802079;0.014999997802079;0;0;0.0095559591427445;0.014999997802079;0.014999997802079;0.014999997802079;0.014999997802079;0;0;1;;
22;graph500_reference_bfs_sssp;clean_shortest;18;sssp_reference.c:154-154;Single;0.0031853197142482;0.00499999942258;0.0049999989569187;0.0049999989569187;0.0049999989569187;0;0;0.0031853197142482;0.00499999942258;0.0049999989569187;0.0049999989569187;0.0049999989569187;0;0;1;;
